ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd,max_reasonable_age
5930,35-44 years old,Some college/university study without earning a degree,Employed,13.0,13.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Healthcare,United States of America,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,Databricks SQL;PostgreSQL;Redis,186000.0,44.0
5936,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,13.0,"Developer, back-end",100 to 499 employees,Individual contributor,In-person,Software Development,United Kingdom of Great Britain and Northern Ireland,Go;JavaScript;Kotlin;Lua;Python;Ruby;Rust;SQL;Swift;TypeScript,Dynamodb;Elasticsearch;PostgreSQL;SQLite,149756.0,34.0
5943,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13.0,13.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,India,Bash/Shell (all shells);C;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;Perl;PowerShell;Python;SQL;VBA,Cassandra;Elasticsearch;H2;InfluxDB;MariaDB;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;SQLite,17436.0,54.0
5944,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",35.0,40.0,"Developer, desktop or enterprise applications",20 to 99 employees,Individual contributor,Remote,Software Development,Belgium,Delphi;HTML/CSS;Java;JavaScript;SQL,SQLite,69609.0,64.0
5960,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,11.0,"Developer, back-end",100 to 499 employees,People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Germany,Assembly;Elixir;Erlang,MySQL;PostgreSQL;Redis,104413.0,34.0
5969,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,24.0,24.0,"Architect, software or solutions","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,Groovy;Java;PHP;PowerShell;Python;SQL,MySQL;SQLite,280000.0,44.0
5975,25-34 years old,Some college/university study without earning a degree,Employed,5.0,10.0,"Developer, desktop or enterprise applications",20 to 99 employees,Individual contributor,In-person,Software Development,Italy,Groovy;HTML/CSS;Java;JavaScript;Scala;SQL,Firebase Realtime Database;H2;IBM DB2;Microsoft SQL Server,37125.0,34.0
598,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,16.0,26.0,"Developer, back-end",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Belgium,Bash/Shell (all shells);Java;JavaScript;Python;Rust,InfluxDB;PostgreSQL,92812.0,44.0
5981,25-34 years old,Some college/university study without earning a degree,Not employed,6.0,6.0,"Developer, front-end",20 to 99 employees,Individual contributor,Remote,Software Development,Netherlands,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python,PostgreSQL,41765.0,34.0
5989,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,9.0,"Developer, full-stack",Less than 20 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Italy,Bash/Shell (all shells);Groovy;HTML/CSS;Java;SQL,Microsoft SQL Server;MongoDB,30164.0,34.0
602,45-54 years old,Some college/university study without earning a degree,Employed,18.0,30.0,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Healthcare,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);OCaml;Scala;SQL,MariaDB;MySQL;PostgreSQL,204212.0,54.0
6020,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,20.0,"Developer, mobile",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Retail and Consumer Services,United Kingdom of Great Britain and Northern Ireland,Go;Groovy;Kotlin;TypeScript,PostgreSQL,122527.0,34.0
6021,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,11.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Germany,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Elasticsearch;MariaDB;MongoDB;MySQL;Redis;SQLite,66824.0,34.0
6024,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7.0,15.0,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,Remote,Media & Advertising Services,France,C#;Dart;JavaScript;Lua;Python;Rust;TypeScript,Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,63808.0,34.0
6047,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,10.0,Cloud infrastructure engineer,"10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,India,C++;Go;Python;Rust;TypeScript,None,58120.0,34.0
605,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,38.0,42.0,"Architect, software or solutions",500 to 999 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Italy,Bash/Shell (all shells);Java;Python,IBM DB2;PostgreSQL,69609.0,64.0
6057,25-34 years old,Some college/university study without earning a degree,Employed,3.0,13.0,"Developer, front-end",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Healthcare,Germany,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;PHP;PowerShell;TypeScript,BigQuery;MongoDB;PostgreSQL,62648.0,34.0
6061,45-54 years old,"Associate degree (A.A., A.S., etc.)",Employed,23.0,25.0,"Developer, mobile","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,Denmark,Python;Swift,None,104199.0,54.0
607,35-44 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",10.0,12.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Viet Nam,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Rust,MongoDB;Neo4J;SQLite,275124.0,44.0
6091,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25.0,28.0,"Developer, full-stack",20 to 99 employees,Individual contributor,In-person,Software Development,Ukraine,Bash/Shell (all shells);C++;Go;HTML/CSS;Java;JavaScript;Perl;PHP;Python;Scala;SQL;TypeScript,BigQuery;Elasticsearch;InfluxDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite;Clickhouse,50000.0,54.0
6094,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,16.0,"Developer, back-end",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;F#;HTML/CSS;JavaScript;MicroPython;Python,None,106190.0,34.0
6097,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,14.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Poland,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,BigQuery;Elasticsearch;H2;MongoDB;PostgreSQL,64131.0,34.0
61,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17.0,20.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,Remote,Software Development,Spain,Bash/Shell (all shells);Java;SQL,BigQuery;Elasticsearch;MySQL;Oracle;PostgreSQL;Redis,67289.0,44.0
611,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,5.0,15.0,"Developer, desktop or enterprise applications",Less than 20 employees,Individual contributor,In-person,Software Development,Italy,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Rust;SQL;TypeScript,MySQL;Redis,30164.0,34.0
613,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,18.0,25.0,"Senior executive (C-suite, VP, etc.)",20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,United Kingdom of Great Britain and Northern Ireland,GDScript;Go;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript;Zig,BigQuery;Elasticsearch;MariaDB;MySQL;Redis;SQLite,204212.0,44.0
6131,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",7.0,8.0,"Developer, front-end",20 to 99 employees,People manager,Remote,Healthcare,Ukraine,HTML/CSS;JavaScript;TypeScript,None,70800.0,34.0
6140,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,10.0,"Developer, back-end",Less than 20 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,"Iran, Islamic Republic of...",Bash/Shell (all shells);PHP;Python;SQL,MongoDB;MySQL;PostgreSQL;Redis,8546.0,34.0
615,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,30.0,"Developer, embedded applications or devices","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Germany,Bash/Shell (all shells);C++;Groovy;Python,None,106733.0,54.0
6153,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,13.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Germany,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,PostgreSQL;SQLite,92812.0,34.0
6156,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,8.0,"Developer, QA or test","10,000 or more employees",Individual contributor,Remote,Software Development,Poland,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust,MariaDB;PostgreSQL;Redis;SQLite,77776.0,44.0
6175,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,8.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,Philippines,Bash/Shell (all shells);C;C++;Dart;Go;HTML/CSS;Java;JavaScript;Lua;MATLAB;PHP;PowerShell;Python;Rust;SQL;TypeScript,PostgreSQL,3863.0,24.0
6176,25-34 years old,Some college/university study without earning a degree,Employed,6.0,8.0,"Developer, front-end",100 to 499 employees,Individual contributor,In-person,"Transportation, or Supply Chain","Iran, Islamic Republic of...",HTML/CSS;JavaScript;TypeScript,PostgreSQL,308605.0,34.0
6179,55-64 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,46.0,46.0,Applied scientist,"Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Switzerland,Assembly;Bash/Shell (all shells);C;C++;COBOL;Delphi;Fortran;MATLAB;PHP;Prolog;SQL;Swift,Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,200000.0,64.0
6189,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,20.0,Cloud infrastructure engineer,500 to 999 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Dynamodb;Oracle,110000.0,44.0
62,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",30.0,30.0,"Founder, technology or otherwise",20 to 99 employees,Individual contributor,Remote,Software Development,Czech Republic,C;Elixir;Go;HTML/CSS;Python;Rust;SQL;Zig,BigQuery;DuckDB;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,197225.0,54.0
6200,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",8.0,12.0,"Developer, mobile","10,000 or more employees",Individual contributor,Remote,Software Development,Germany,Bash/Shell (all shells);Java;Kotlin;PHP,MariaDB;MongoDB;MySQL;PostgreSQL,81210.0,34.0
6204,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,14.0,16.0,"Developer, mobile","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,Germany,Java;Kotlin,None,77730.0,44.0
6249,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,16.0,"Developer, desktop or enterprise applications","10,000 or more employees",Individual contributor,Remote,"Internet, Telecomm or Information Services",Netherlands,Assembly;Bash/Shell (all shells);C;Go;Python,None,232029.0,34.0
6253,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,10.0,"Developer, desktop or enterprise applications",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,Hungary,Bash/Shell (all shells);C;C#;HTML/CSS;PowerShell;Rust;SQL,Oracle;PostgreSQL,20820.0,34.0
6257,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,17.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Manufacturing,India,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,BigQuery;Microsoft SQL Server,32547.0,44.0
6258,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,11.0,"Developer, desktop or enterprise applications","10,000 or more employees",Individual contributor,In-person,Software Development,Other,C++,None,60681.0,34.0
6267,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,10.0,"Developer, desktop or enterprise applications","1,000 to 4,999 employees",Individual contributor,Remote,Software Development,Croatia,Bash/Shell (all shells);C;C++;Python,None,64968.0,34.0
627,35-44 years old,Some college/university study without earning a degree,Employed,20.0,22.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);GDScript;Go;HTML/CSS;JavaScript;Prolog;Python;SQL;TypeScript,Elasticsearch;PostgreSQL;SQLite,180000.0,44.0
6282,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,10.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Netherlands,Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript;Zig,BigQuery;DuckDB;MySQL;PostgreSQL;Redis;SQLite,133417.0,34.0
6297,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I prefer not to say,43.0,39.0,Cybersecurity or InfoSec professional,20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,Ada;Assembly;Bash/Shell (all shells);C;C++;Fortran;Go;HTML/CSS;Java;JavaScript;Lua;MATLAB;Perl;PHP;Python;R;Rust;SQL;TypeScript,Cassandra;DuckDB;Elasticsearch;InfluxDB;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite;Cockroachdb;Valkey,153000.0,64.0
6301,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,16.0,"Developer, full-stack",100 to 499 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Australia,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript;Gleam,Cloud Firestore;Firebase Realtime Database;Microsoft SQL Server;Neo4J;PostgreSQL,81262.0,34.0
6312,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25.0,23.0,"Developer, embedded applications or devices","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Retail and Consumer Services,United States of America,C;C++;Python,None,235000.0,54.0
6315,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,30.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PowerShell;Python;SQL,MariaDB;MongoDB,123000.0,64.0
6316,25-34 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",11.0,12.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Ukraine,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Lua;PHP;Python;Rust;Scala;SQL;TypeScript,DuckDB;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;Clickhouse,95865.0,34.0
6317,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",20.0,22.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Healthcare,Sweden,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,88050.0,54.0
6326,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,4.0,Cloud infrastructure engineer,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Hungary,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python,Microsoft SQL Server;MySQL;Oracle;Snowflake,28309.0,24.0
6333,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,5.0,15.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Fintech,France,Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;OCaml;PHP;Python;Scala;SQL;TypeScript,BigQuery;Cassandra;Elasticsearch;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;Redis;SQLite,73553.0,34.0
6335,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,8.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Other,HTML/CSS;Java;PHP;SQL;TypeScript,PostgreSQL,9992.0,34.0
6340,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,8.0,"Developer, full-stack",100 to 499 employees,Individual contributor,In-person,Software Development,France,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,MariaDB;MySQL;SQLite,20883.0,24.0
6351,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7.0,13.0,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Software Development,Ukraine,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;MySQL,30000.0,34.0
6353,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,6.0,10.0,"Developer, full-stack",500 to 999 employees,Individual contributor,Remote,Other:,United States of America,Go;HTML/CSS;JavaScript;SQL;TypeScript;Gleam,Cloud Firestore;Databricks SQL;PostgreSQL,170000.0,34.0
6364,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,9.0,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Software Development,United States of America,C;C++;Go;Java;JavaScript;Lisp;Lua;Python;SQL;TypeScript,BigQuery;Cloud Firestore;Databricks SQL;MongoDB;PostgreSQL;Snowflake,170000.0,44.0
6366,45-54 years old,Some college/university study without earning a degree,Employed,30.0,30.0,"Developer, back-end",500 to 999 employees,Individual contributor,Remote,Software Development,United States of America,Go;HTML/CSS;JavaScript;Python;SQL,PostgreSQL;Redis;SQLite,180000.0,54.0
6370,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,9.0,"Developer, full-stack",Less than 20 employees,Individual contributor,In-person,Other:,Other,HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,MySQL;Oracle;Redis;SQLite,17594.0,34.0
6388,45-54 years old,Some college/university study without earning a degree,Employed,29.0,42.0,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,Retail and Consumer Services,United States of America,C#;Groovy;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL;Redis;Amazon Redshift;Valkey,220000.0,54.0
639,35-44 years old,Some college/university study without earning a degree,Employed,13.0,20.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,Sweden,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Ruby;SQL;TypeScript,PostgreSQL;SQLite,58700.0,44.0
6399,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17.0,26.0,Engineering manager,100 to 499 employees,People manager,Remote,Software Development,United States of America,JavaScript;Ruby;SQL,PostgreSQL;Redis,238000.0,44.0
6401,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,27.0,36.0,"Architect, software or solutions",20 to 99 employees,Individual contributor,Remote,Higher Education,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,PostgreSQL;Redis;Amazon Redshift,220000.0,44.0
6409,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30.0,35.0,"Developer, mobile",100 to 499 employees,Individual contributor,Remote,Other:,United States of America,C#;C++;HTML/CSS;Python;SQL;Swift;TypeScript,SQLite,220000.0,54.0
6415,25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,8.0,9.0,"Senior executive (C-suite, VP, etc.)",100 to 499 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Python;Ruby;Rust;SQL,Databricks SQL;Elasticsearch;PostgreSQL;Redis;SQLite,230000.0,34.0
6418,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,14.0,24.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Japan,HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,MySQL;Redis,89815.0,44.0
6429,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,14.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Israel,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;TypeScript,Elasticsearch;MongoDB;PostgreSQL;Redis,151777.0,44.0
6431,35-44 years old,Some college/university study without earning a degree,Employed,5.0,6.0,"Developer, mobile","1,000 to 4,999 employees",Individual contributor,Remote,Software Development,United States of America,JavaScript;Swift,Supabase,92000.0,44.0
6440,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,14.0,18.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)","Transportation, or Supply Chain",Switzerland,C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,IBM DB2;MariaDB;Microsoft SQL Server;MySQL;SQLite,99194.0,44.0
6460,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,12.0,16.0,"Developer, back-end",500 to 999 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Serbia,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;R;Ruby;SQL,None,139218.0,34.0
6467,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6.0,13.0,"Developer, back-end","10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,United States of America,Bash/Shell (all shells);C++;Go;Java;Python,None,270000.0,34.0
6478,25-34 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",1.0,15.0,"Developer, mobile",20 to 99 employees,Individual contributor,Remote,Fintech,Russian Federation,Swift;TypeScript,None,50000.0,34.0
6481,18-24 years old,"Associate degree (A.A., A.S., etc.)",Employed,2.0,10.0,Cloud infrastructure engineer,"10,000 or more employees",Individual contributor,In-person,Software Development,Canada,Bash/Shell (all shells);C++;Java;SQL,MySQL;Oracle;PostgreSQL;SQLite,87550.0,24.0
6488,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,9.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,Remote,Software Development,France,Elixir;Python;Rust,PostgreSQL;Redis;Valkey,73089.0,34.0
6491,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30.0,40.0,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,In-person,Energy,Croatia,HTML/CSS;JavaScript;SQL,Oracle,36223.0,64.0
6501,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,23.0,"Developer, desktop or enterprise applications",100 to 499 employees,Individual contributor,In-person,Software Development,Canada,C++;Lua;Perl;Python,None,142269.0,44.0
6508,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,3.0,9.0,Other (please specify):,Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Germany,Assembly;Bash/Shell (all shells);C;GDScript;Lisp;Lua;Rust,None,87011.0,24.0
651,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,10.0,"Developer, full-stack",100 to 499 employees,Individual contributor,In-person,Software Development,Canada,C#;C++;Delphi;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server,72958.0,44.0
6518,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,5.0,25.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Czech Republic,Bash/Shell (all shells);C#;Java;Kotlin;Perl;PowerShell;Python;SQL,H2;MySQL;Snowflake,51486.0,34.0
652,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,15.0,DevOps engineer or professional,20 to 99 employees,People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Switzerland,Bash/Shell (all shells);C++;Go;HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;SQL;TypeScript,Dynamodb;Elasticsearch;MongoDB;Neo4J;PostgreSQL,182270.0,34.0
6521,18-24 years old,Some college/university study without earning a degree,Employed,2.0,5.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,Dart;JavaScript;TypeScript,Cloud Firestore;PostgreSQL;SQLite,85000.0,24.0
6523,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5.0,12.0,"Developer, game or graphics",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Denmark,Assembly;Bash/Shell (all shells);C#;C++;Lua;PowerShell;Python,Microsoft SQL Server;MySQL;SQLite,111975.0,34.0
6527,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,13.0,"Developer, embedded applications or devices",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,France,C++;Lua;Python;Rust;TypeScript,None,58007.0,34.0
6535,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25.0,30.0,"Developer, embedded applications or devices",20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);C;C#;C++;JavaScript;MicroPython;PowerShell;Python;TypeScript,None,160000.0,44.0
